geolocation_zip_code_prefix,geolocation_lat,geolocation_lng,geolocation_city,geolocation_state
08544,-23.531829719975168,-46.363015028085364,Ferraz De Vasconcelos,SP
08545,-23.532350905821804,-46.37020929632999,Ferraz De Vasconcelos,SP
08550,-23.521983064965852,-46.341077825089386,Poa,SP
08551,-23.522504695158595,-46.3485822802527,Poa,SP
08552,-23.528322939476855,-46.35401912162966,Poa,SP
08553,-23.52252607955554,-46.363733287628,Poa,SP
08554,-23.514789981935223,-46.36096931785891,Poa,SP
08555,-23.510495607229984,-46.35387477056706,Poa,SP
08556,-23.514669147162437,-46.348251330170804,Poa,SP
08557,-23.513148146678997,-46.34136467293682,Poa,SP
08558,-23.50883338978464,-46.33532284499006,Poa,SP
08559,-23.517511198688204,-46.33569230240465,Poa,SP
08560,-23.531194199512058,-46.335586764076446,Poa,SP
08561,-23.528160114035895,-46.34037904908877,Poa,SP
08562,-23.532074684476104,-46.34475237723622,Poa,SP
08563,-23.53343741519316,-46.350385577016084,Poa,SP
08564,-23.538616002852688,-46.35220881234198,Poa,SP
08565,-23.540576474675795,-46.342337365042454,Poa,SP
08566,-23.54504350291958,-46.34661321022223,Poa,SP
08567,-23.549359112302472,-46.35229385555347,Poa,SP
08568,-23.555128069393827,-46.346778912518744,Poa,SP
08570,-23.47637572836075,-46.35575523941053,Itaquaquecetuba,SP
08571,-23.48552995575074,-46.33888543428401,Itaquaquecetuba,SP
08572,-23.49649162295637,-46.34159826531347,Itaquaquecetuba,SP
08573,-23.49188115637391,-46.35030865573543,Itaquaquecetuba,SP
08574,-23.501086431404584,-46.35136710383418,Itaquaquecetuba,SP
08575,-23.498943483789503,-46.35852339471487,Itaquaquecetuba,SP
08576,-23.4886225893366,-46.35730805718057,Itaquaquecetuba,SP
08577,-23.486137655362946,-46.36710748341028,Itaquaquecetuba,SP
08578,-23.469204997987195,-46.38254469134296,Itaquaquecetuba,SP
08579,-23.461621040275272,-46.37559035633953,Itaquaquecetuba,SP
08580,-23.451419469110828,-46.343476674886595,Itaquaquecetuba,SP
08581,-23.457279688759638,-46.354226812632604,Itaquaquecetuba,SP
08582,-23.449831166943383,-46.35927216383101,Itaquaquecetuba,SP
08583,-23.44461881640023,-46.373790440983825,Itaquaquecetuba,SP
08584,-23.4278001698426,-46.34699388408409,Itaquaquecetuba,SP
08585,-23.488858329997143,-46.35451370002853,Itaquaquecetuba,SP
08586,-23.44075233924726,-46.33477923762378,Itaquaquecetuba,SP
08587,-23.431562827810737,-46.31631719022364,Itaquaquecetuba,SP
08588,-23.438901887462077,-46.319356866764544,Itaquaquecetuba,SP
08589,-23.439281458202313,-46.30316990927839,Itaquaquecetuba,SP
08590,-23.4391041730197,-46.2767499932185,Itaquaquecetuba,SP
08591,-23.45288519493626,-46.305284124103885,Itaquaquecetuba,SP
08592,-23.468873835409628,-46.291482403066645,Itaquaquecetuba,SP
08593,-23.471925036949354,-46.31104225923635,Itaquaquecetuba,SP
08594,-23.487006645706707,-46.301473439135016,Itaquaquecetuba,SP
08595,-23.467504023717577,-46.30315009652554,Itaquaquecetuba,SP
08596,-23.479324999285748,-46.316305586994595,Itaquaquecetuba,SP
08597,-23.46127990092209,-46.32021309033306,Itaquaquecetuba,SP
08598,-23.466570703912982,-46.325145617591325,Itaquaquecetuba,SP
08599,-23.465440630740524,-46.34009687735835,Itaquaquecetuba,SP
08610,-23.541252500113178,-46.30009256001806,Suzano,SP
08613,-23.54055027361121,-46.286670417680156,Suzano,SP
08615,-23.548161661113063,-46.29621539486716,Suzano,SP
08616,-23.556581726394512,-46.29269971700823,Suzano,SP
08620,-23.633063335565264,-46.29763464043629,Suzano,SP
08621,-23.533389538560343,-46.29819319994478,Suzano,SP
08625,-23.64352710275167,-46.31248676567309,Suzano,SP
08630,-23.643494618044755,-46.326336729221595,Suzano,SP
08633,-23.638971360397086,-46.31127068247578,Suzano,SP
08635,-23.669361672470455,-46.33298878543996,Suzano,SP
08640,-23.624679639844597,-46.326116386207715,Suzano,SP
08650,-23.574005533971974,-46.32866569757258,Suzano,SP
08653,-23.615174568083752,-46.31869441731413,Suzano,SP
08655,-23.5925815695749,-46.30493035464884,Suzano,SP
08656,-23.593313330203824,-46.30544282768833,Suzano,SP
08660,-23.55921882096345,-46.33632147208989,Suzano,SP
08663,-23.568295247592673,-46.33343856920525,Suzano,SP
08664,-23.5605043512255,-46.32525986260328,Suzano,SP
08665,-23.559171678953984,-46.31349709364643,Suzano,SP
08666,-23.574816367260638,-46.3077722188954,Suzano,SP
08670,-23.538384385197016,-46.33045026447934,Suzano,SP
08671,-23.544402700405655,-46.32715545108985,Suzano,SP
08673,-23.538312293692385,-46.31803289529116,Suzano,SP
08674,-23.54177607541567,-46.3122481890721,Suzano,SP
08675,-23.553419884156725,-46.31283821092461,Suzano,SP
08676,-23.55253391602869,-46.30679291387567,Suzano,SP
08680,-23.528030068053503,-46.32124491271295,Suzano,SP
08683,-23.528160763584797,-46.31080561975776,Suzano,SP
08685,-23.523744223932237,-46.30505575587756,Suzano,SP
08686,-23.534592637751164,-46.286765013887646,Suzano,SP
08689,-23.52886814214044,-46.31457858145279,Suzano,SP
08690,-23.498102343003822,-46.3158401132325,Suzano,SP
08692,-23.50097956554683,-46.32166379791295,Suzano,SP
08693,-23.502343808976573,-46.30531967335255,Suzano,SP
08694,-23.511391273532464,-46.29651851312973,Suzano,SP
08695,-23.4953451137932,-46.28035342834058,Suzano,SP
08696,-23.510688930074895,-46.290676604964844,Suzano,SP
08710,-23.522632291585587,-46.19590510039435,Mogi Das Cruzes,SP
08715,-23.52568846025839,-46.188470834227275,Mogi Das Cruzes,SP
08717,-23.53829033735998,-46.19079738769507,Mogi Das Cruzes,SP
08720,-23.540564452450067,-46.179456196695284,Mogi Das Cruzes,SP
08725,-23.553822211412136,-46.18441943338177,Mogi Das Cruzes,SP
08726,-23.558834221611143,-46.18085041979094,Mogi Das Cruzes,SP
08727,-23.56651938965021,-46.18678307646148,Mogi Das Cruzes,SP
08730,-23.535178828955395,-46.20154265004874,Mogi Das Cruzes,SP
08735,-23.534626215434173,-46.21207461710105,Mogi Das Cruzes,SP
08737,-23.541301138585244,-46.20539636826548,Mogi Das Cruzes,SP
08738,-23.55219587852515,-46.201019642333975,Mogi Das Cruzes,SP
08740,-23.54284200572452,-46.21541086710454,Mogi Das Cruzes,SP
08742,-23.549569373073822,-46.2138277307529,Mogi Das Cruzes,SP
08743,-23.555788161677082,-46.21687108516752,Mogi Das Cruzes,SP
08744,-23.54770613914337,-46.226962182519074,Mogi Das Cruzes,SP
08745,-23.546651782605686,-46.23326216106957,Mogi Das Cruzes,SP
08746,-23.552070757656825,-46.20151562105119,Mogi Das Cruzes,SP
08747,-23.55823578758946,-46.20984021176355,Mogi Das Cruzes,SP
08750,-23.54868688062322,-46.250194086849234,Mogi Das Cruzes,SP
08751,-23.684360692857624,-46.23774694021902,Mogi Das Cruzes,SP
08752,-23.541525205179425,-46.26214782215388,Mogi Das Cruzes,SP
08753,-23.59867239375632,-46.24341125786861,Mogi Das Cruzes,SP
08755,-23.55758157357235,-46.175052153321076,Mogi Das Cruzes,SP
08760,-23.562057580626384,-46.22149418368579,Mogi Das Cruzes,SP
08761,-23.560947704507292,-46.21882925963241,Mogi Das Cruzes,SP
08762,-23.572908440154304,-46.22157274308961,Mogi Das Cruzes,SP
08763,-23.574359636727458,-46.222384987332035,Mogi Das Cruzes,SP
08765,-23.673077250291943,-46.18249721755753,Mogi Das Cruzes,SP
08766,-23.51830372024234,-46.20628935255862,Mogi Das Cruzes,SP
08767,-23.63820295251366,-46.12171670917205,Mogi Das Cruzes,SP
08770,-23.516808705657585,-46.20635877429902,Mogi Das Cruzes,SP
08771,-23.476718793863462,-46.24488934046338,Mogi Das Cruzes,SP
08772,-23.478488742166487,-46.27986604305436,Mogi Das Cruzes,SP
08773,-23.514441607948818,-46.1923505919337,Mogi Das Cruzes,SP
08774,-23.472778743715953,-46.275877169146334,Mogi Das Cruzes,SP
08775,-23.500669672539757,-46.186348470532444,Mogi Das Cruzes,SP
08779,-23.358797292752108,-46.15837918719848,Mogi Das Cruzes,SP
08780,-23.52059548345631,-46.17826566470115,Mogi Das Cruzes,SP
08790,-23.526174661021255,-46.17314102533634,Mogi Das Cruzes,SP
08793,-23.540805619586315,-46.16435706521406,Mogi Das Cruzes,SP
08795,-23.531790507890364,-46.18006510439973,Mogi Das Cruzes,SP
08810,-23.50003745633768,-46.15180912578668,Mogi Das Cruzes,SP
08820,-23.50830662238302,-46.148616021079626,Mogi Das Cruzes,SP
08830,-23.515820598918353,-46.1412593565679,Mogi Das Cruzes,SP
08831,-23.55771452419042,-46.179629711201656,Mogi Das Cruzes,SP
08832,-23.516913648399584,-46.10417245526518,Mogi Das Cruzes,SP
08833,-23.521905936795314,-46.16167840664869,Mogi Das Cruzes,SP
08840,-23.482110414796576,-46.13885763575094,Mogi Das Cruzes,SP
08850,-23.484291191821647,-46.08949684756371,Mogi Das Cruzes,SP
08880,-23.519975947056054,-46.18756607644843,Mogi Das Cruzes,SP
08900,-23.403273495281574,-46.04505133676239,Guararema,SP
08940,-23.574641374392762,-46.03994895335152,Biritiba-Mirim,SP
08970,-23.531757751622496,-45.84851594636176,Salesopolis,SP
09010,-23.659638557329217,-46.52499719502073,Santo Andre,SP
09015,-23.659354204238443,-46.52335906812753,Santo Andre,SP
09020,-23.661857430734173,-46.52659277818231,Santo Andre,SP
09030,-23.669146460431747,-46.526384514173024,Santo Andre,SP
09040,-23.66357863691603,-46.53323498525001,Santo Andre,SP
09041,-23.663680887820338,-46.53881687729143,Santo Andre,SP
09050,-23.674505709463673,-46.54539112585493,Santo Andre,SP
09051,-23.67827496302435,-46.551242839843596,Santo Andre,SP
09060,-23.66471101650981,-46.549636281565235,Santo Andre,SP
09061,-23.65047274509981,-46.5590180330672,Santo Andre,SP
09070,-23.64378073776485,-46.54660189074051,Santo Andre,SP
09071,-23.651977383129545,-46.548798518627805,Santo Andre,SP
09080,-23.640201891510547,-46.54207909014731,Santo Andre,SP
09090,-23.652556818051877,-46.53883155998619,Santo Andre,SP
09091,-23.65812189581603,-46.54584738057745,Santo Andre,SP
09110,-23.67105700891463,-46.505559013127595,Santo Andre,SP
09111,-23.672940652802428,-46.48962850368023,Santo Andre,SP
09112,-23.66852511742849,-46.49085547322582,Santo Andre,SP
09120,-23.678648207717643,-46.4960862453274,Santo Andre,SP
09121,-23.681496915503917,-46.50147228561606,Santo Andre,SP
09124,-23.736833779153557,-46.47911795977603,Santo Andre,SP
09130,-23.688263326398616,-46.50533446068932,Santo Andre,SP
09131,-23.694995211155817,-46.49715929184175,Santo Andre,SP
09132,-23.702226365419758,-46.50250747144859,Santo Andre,SP
09133,-23.74004786277999,-46.4910302228466,Santo Andre,SP
09134,-23.731369160259284,-46.47881805946177,Santo Andre,SP
09139,-23.702514826598424,-46.521858039672956,Santo Andre,SP
09150,-23.777932757452305,-46.30307188275696,Santo Andre,SP
09160,-23.763142835801883,-46.46336979205796,Santo Andre,SP
09161,-23.766565903593463,-46.45937451944094,Santo André,SP
09163,-23.76294585048319,-46.473361103844674,Santo Andre,SP
09169,-23.71190177834374,-46.515225502546826,Santo Andre,SP
09170,-23.708151831845427,-46.508902035083835,Santo Andre,SP
09171,-23.699674454573362,-46.51318114150978,Santo Andre,SP
09172,-23.69288179523502,-46.512871817573405,Santo Andre,SP
09175,-23.687031688697896,-46.51697329385948,Santo Andre,SP
09176,-23.679333675995345,-46.51834881707524,Santo Andre,SP
09180,-23.691831370913654,-46.52339069209749,Santo Andre,SP
09181,-23.68366808134298,-46.525288109428566,Santo Andre,SP
09182,-23.697297834381505,-46.530336265234375,Santo Andre,SP
09185,-23.683693424253054,-46.535260058060665,Santo Andre,SP
09190,-23.67502344202778,-46.53876350665598,Santo Andre,SP
09195,-23.676257121129435,-46.514580485550326,Santo Andre,SP
09210,-23.637074331207902,-46.52802312847082,Santo Andre,SP
09220,-23.623774872117227,-46.53623407708677,Santo Andre,SP
09230,-23.62122895658325,-46.52726700772707,Santo Andre,SP
09238,-23.664002678602326,-46.52309420774424,Santo Andre,SP
09240,-23.62925274871981,-46.52409666085136,Santo Andre,SP
09241,-23.632710043142932,-46.51887839958522,Santo Andre,SP
09250,-23.624474037315423,-46.514779468400846,Santo Andre,SP
09251,-23.630397754657338,-46.507466634804125,Santo Andre,SP
09260,-23.63112861235661,-46.49663224191612,Santo Andre,SP
09270,-23.640601810974637,-46.4941834761079,Santo Andre,SP
09271,-23.643135984806175,-46.49967389456075,Santo Andre,SP
09272,-23.65528939871949,-46.50984472305044,Santo Andre,SP
09273,-23.65525915170427,-46.5026771362366,Santo Andre,SP
09274,-23.656604474999934,-46.497593835999965,Santo André,SP
09280,-23.64078845143767,-46.51600605924355,Santo Andre,SP
09290,-23.651108949367238,-46.5086089890797,Santo Andre,SP
09291,-23.64530217935661,-46.519377949718454,Santo Andre,SP
09310,-23.670627123893937,-46.45077859807315,Maua,SP
09311,-23.678030246855727,-46.45018748535964,Maua,SP
09312,-23.670019203214565,-46.445075268614175,Maua,SP
09320,-23.65973430477947,-46.44147318821812,Maua,SP
09321,-23.64881515896577,-46.43617988110865,Maua,SP
09330,-23.6627192977997,-46.42180325807629,Maua,SP
09331,-23.673089450345508,-46.41997309849148,Maua,SP
09332,-23.656076371708966,-46.41785574287843,Maua,SP
09333,-23.64870445232978,-46.41800351107504,Maua,SP
09334,-23.667936709335617,-46.40747496008297,Maua,SP
09335,-23.66478396654131,-46.41671591099427,Maua,SP
09336,-23.663212563450802,-46.415286664885194,Maua,SP
09340,-23.671261577634798,-46.4307530470612,Maua,SP
09341,-23.67327572800914,-46.42039736766585,Maua,SP
09350,-23.68086231624945,-46.44431083842682,Maua,SP
09351,-23.684018901084173,-46.43863543400027,Maua,SP
09360,-23.68509852139525,-46.456923744030654,Maua,SP
09361,-23.696411121575007,-46.45574518523831,Maua,SP
09370,-23.6799695978794,-46.46521696227858,Maua,SP
09371,-23.669150273984144,-46.476761356411444,Maua,SP
09372,-23.695450568462313,-46.46560036206428,Maua,SP
09380,-23.641017282337366,-46.47814413404991,Maua,SP
09381,-23.65889120817506,-46.465458196609426,Maua,SP
09389,-23.6303224565756,-46.47923058090484,Maua,SP
09390,-23.65414643716547,-46.45347981928934,Maua,SP
09391,-23.650946883109295,-46.447025680724245,Maua,SP
09400,-23.711851592420174,-46.412305969717096,Ribeirao Pires,SP
09401,-23.704729406946367,-46.41016410218103,Ribeirao Pires,SP
09402,-23.703701527633033,-46.41608038349307,Ribeirao Pires,SP
09403,-23.693294668447944,-46.436855994315714,Ribeirao Pires,SP
09404,-23.684538691314653,-46.41545897706145,Ribeirao Pires,SP
09405,-23.70077816944816,-46.40378864586812,Ribeirao Pires,SP
09406,-23.71086569300793,-46.400479000228124,Ribeirao Pires,SP
09407,-23.7033419136653,-46.388414840688064,Ribeirao Pires,SP
09410,-23.710828935531303,-46.3905188727081,Ribeirao Pires,SP
09411,-23.718720519125984,-46.394902337794505,Ribeirao Pires,SP
09412,-23.732782887080397,-46.417622214666864,Ribeirao Pires,SP
09413,-23.739522815016542,-46.43177633617865,Ribeirao Pires,SP
09414,-23.747396727771577,-46.43678877331445,Ribeirao Pires,SP
09415,-23.755097936180338,-46.44189714753307,Ribeirao Pires,SP
09416,-23.738585846497386,-46.44692710444448,Ribeirao Pires,SP
09420,-23.71957516163369,-46.41338896638394,Ribeirao Pires,SP
09421,-23.72184719421806,-46.41988944793575,Ribeirao Pires,SP
09422,-23.718632517778193,-46.42150732572009,Ribeirao Pires,SP
09423,-23.720008935645758,-46.42566761599688,Ribeirao Pires,SP
09424,-23.714671243191184,-46.41889900442322,Ribeirao Pires,SP
09425,-23.709355587344028,-46.427684062043404,Ribeirao Pires,SP
09426,-23.697661552095557,-46.427465769267165,Ribeirao Pires,SP
09430,-23.69846115347762,-46.39488750963485,Ribeirao Pires,SP
09431,-23.691582465911257,-46.38220243994424,Ribeirao Pires,SP
09432,-23.687319828183437,-46.39328579315943,Ribeirao Pires,SP
09433,-23.66781741101772,-46.385200281213116,Ribeirao Pires,SP
09434,-23.660131248604284,-46.372876749142996,Ribeirao Pires,SP
09435,-23.65375108758556,-46.36453444180494,Ribeirao Pires,SP
09436,-23.6513854308356,-46.36690761971344,Ribeirao Pires,SP
09440,-23.689816650485028,-46.37124574344774,Ribeirao Pires,SP
09441,-23.683438536531064,-46.375450045520715,Ribeirao Pires,SP
09442,-23.678432062239928,-46.356357506225756,Ribeirao Pires,SP
09443,-23.680644946961863,-46.34951520939184,Ribeirao Pires,SP
09444,-23.69444408670574,-46.343265747314376,Ribeirao Pires,SP
09445,-23.700585600921578,-46.36226409652016,Ribeirao Pires,SP
09450,-23.746018332731424,-46.39454779325391,Rio Grande Da Serra,SP
09510,-23.615813181511545,-46.571738786221,Sao Caetano Do Sul,SP
09520,-23.608558230512248,-46.57122235538629,Sao Caetano Do Sul,SP
09521,-23.613071751122636,-46.57290573077724,Sao Caetano Do Sul,SP
09530,-23.621420767135955,-46.57471244982983,Sao Caetano Do Sul,SP
09531,-23.62126661947686,-46.571469088598306,Sao Caetano Do Sul,SP
09540,-23.62573252080066,-46.56664532594457,Sao Caetano Do Sul,SP
09541,-23.620238473298926,-46.564074359982264,Sao Caetano Do Sul,SP
09550,-23.61658791711891,-46.551744024962794,Sao Caetano Do Sul,SP
09551,-23.623902106670315,-46.552741310031756,Sao Caetano Do Sul,SP
09560,-23.632687040809216,-46.554340671958,Sao Caetano Do Sul,SP
09561,-23.638800747766403,-46.55690939390062,Sao Caetano Do Sul,SP
09570,-23.632627992967866,-46.564717379947545,Sao Caetano Do Sul,SP
09571,-23.634335226047764,-46.56541205241713,Sao Caetano Do Sul,SP
09572,-23.64198642133183,-46.562685918571546,Sao Caetano Do Sul,SP
09580,-23.643022710893327,-46.5708806686783,Sao Caetano Do Sul,SP
09581,-23.63528526027614,-46.57841586358931,Sao Caetano Do Sul,SP
09600,-23.67222543087328,-46.55577577291884,Sao Bernardo Do Campo,SP
09601,-23.669994319996636,-46.56028206803578,Sao Bernardo Do Campo,SP
09602,-23.66197745904333,-46.56459334423684,Sao Bernardo Do Campo,SP
09603,-23.661858110751822,-46.5647574536022,Sao Bernardo Do Campo,SP
09604,-23.65734090559432,-46.56853888967829,Sao Bernardo Do Campo,SP
09605,-23.658966233092343,-46.56735458711242,São Bernardo Do Campo,SP
09606,-23.675811570790696,-46.561929542096,Sao Bernardo Do Campo,SP
09607,-23.673649142629863,-46.56120998281419,Sao Bernardo Do Campo,SP
09608,-23.67485542337888,-46.565747479404834,Sao Bernardo Do Campo,SP
09609,-23.66723188114359,-46.569016969623526,Sao Bernardo Do Campo,SP
09610,-23.667575561226627,-46.56821170422341,Sao Bernardo Do Campo,SP
09611,-23.662095747157927,-46.57029865696226,Sao Bernardo Do Campo,SP
09612,-23.658048464812808,-46.571353972313936,Sao Bernardo Do Campo,SP
09613,-23.670901403175552,-46.565009073333904,Sao Bernardo Do Campo,SP
09614,-23.669696944330905,-46.55690544370245,Sao Bernardo Do Campo,SP
09615,-23.681359398326123,-46.55864361185241,Sao Bernardo Do Campo,SP
09616,-23.662419387204803,-46.55939116959171,Sao Bernardo Do Campo,SP
09617,-23.666932271661178,-46.55929341749725,Sao Bernardo Do Campo,SP
09618,-23.668013665291685,-46.56401180436571,Sao Bernardo Do Campo,SP
09619,-23.665639503012855,-46.56463866262603,Sao Bernardo Do Campo,SP
09620,-23.667243226835556,-46.57045588434547,Sao Bernardo Do Campo,SP
09621,-23.664582650365034,-46.571717278206,Sao Bernardo Do Campo,SP
09623,-23.660677791230782,-46.57253106334688,Sao Bernardo Do Campo,SP
09624,-23.656226227353653,-46.57372998803537,Sao Bernardo Do Campo,SP
09625,-23.661065771633133,-46.566813370512584,Sao Bernardo Do Campo,SP
09626,-23.658254584810503,-46.5699982232525,Sao Bernardo Do Campo,SP
09627,-23.65873367558114,-46.56598261431919,Sao Bernardo Do Campo,SP
09628,-23.661268300582837,-46.564323340129285,Sao Bernardo Do Campo,SP
09629,-23.6564524166875,-46.56737208003934,Sao Bernardo Do Campo,SP
09631,-23.65887856724605,-46.562024131166375,Sao Bernardo Do Campo,SP
09632,-23.65415579464598,-46.5656102001142,Sao Bernardo Do Campo,SP
09633,-23.654337222511014,-46.56720926554255,Sao Bernardo Do Campo,SP
09634,-23.652590823908945,-46.56901098224241,Sao Bernardo Do Campo,SP
09635,-23.65458109190545,-46.56959609364658,Sao Bernardo Do Campo,SP
09636,-23.652620604957047,-46.573894168225664,Sao Bernardo Do Campo,SP
09637,-23.652162191946864,-46.57459965287942,Sao Bernardo Do Campo,SP
09639,-23.646889321568302,-46.58020655386782,Sao Bernardo Do Campo,SP
09640,-23.65670867157172,-46.5749037440809,Sao Bernardo Do Campo,SP
09641,-23.66159291314122,-46.576814993053546,Sao Bernardo Do Campo,SP
09642,-23.649049304455048,-46.57660648950891,Sao Bernardo Do Campo,SP
09651,-23.658350253818742,-46.58023068899425,Sao Bernardo Do Campo,SP
09655,-23.655158484536287,-46.59436339257384,Sao Bernardo Do Campo,SP
09656,-23.660896207318373,-46.60504436627951,Sao Bernardo Do Campo,SP
09657,-23.66675119731083,-46.60923084376159,Sao Bernardo Do Campo,SP
09660,-23.65932114909917,-46.592387703663206,Sao Bernardo Do Campo,SP
09661,-23.66111788581892,-46.59641384821936,Sao Bernardo Do Campo,SP
09662,-23.660920340448463,-46.59945381175765,Sao Bernardo Do Campo,SP
09663,-23.655709904733857,-46.59894215935352,Sao Bernardo Do Campo,SP
09664,-23.65942595763062,-46.6074428147494,Sao Bernardo Do Campo,SP
09665,-23.658354075491953,-46.60759503691499,Sao Bernardo Do Campo,SP
09666,-23.658856617288325,-46.60677653102191,Sao Bernardo Do Campo,SP
09667,-23.660893457814712,-46.608645151118566,Sao Bernardo Do Campo,SP
09668,-23.663270331778214,-46.61137050858843,Sao Bernardo Do Campo,SP
09669,-23.662813465729965,-46.60806789616836,Sao Bernardo Do Campo,SP
09670,-23.661714696644136,-46.60428675325879,Sao Bernardo Do Campo,SP
09671,-23.66449774026518,-46.60611408205397,Sao Bernardo Do Campo,SP
09672,-23.660942555572895,-46.60242574648463,Sao Bernardo Do Campo,SP
09680,-23.664601641025055,-46.58159516068183,São Bernardo Do Campo,SP
09682,-23.6671256278419,-46.597161849083804,Sao Bernardo Do Campo,SP
09683,-23.66787782171847,-46.59634198325622,Sao Bernardo Do Campo,SP
09684,-23.667168290256388,-46.5944763710461,Sao Bernardo Do Campo,SP
09685,-23.66519907067127,-46.59231940089957,Sao Bernardo Do Campo,SP
09686,-23.668695726403403,-46.593060510733835,Sao Bernardo Do Campo,SP
09687,-23.673471996556483,-46.59506454847188,Sao Bernardo Do Campo,SP
09688,-23.672775543576808,-46.59235625336154,Sao Bernardo Do Campo,SP
09689,-23.6681516656717,-46.59141378621281,Sao Bernardo Do Campo,SP
09690,-23.67160098640737,-46.58990862659338,Sao Bernardo Do Campo,SP
09691,-23.66950803438907,-46.590785002339935,Sao Bernardo Do Campo,SP
09692,-23.668603916405917,-46.58728215285704,Sao Bernardo Do Campo,SP
09693,-23.665241464908604,-46.58843649949076,Sao Bernardo Do Campo,SP
09694,-23.670730714424828,-46.580971763924424,Sao Bernardo Do Campo,SP
09695,-23.67294643997344,-46.57214619469684,Sao Bernardo Do Campo,SP
09696,-23.67486999999994,-46.55761999999999,Sao Bernardo Do Campo,SP
09710,-23.710480779246726,-46.5495471850775,Sao Bernardo Do Campo,SP
09715,-23.715437373886015,-46.54587575466122,Sao Bernardo Do Campo,SP
09720,-23.714908906473042,-46.5542613082755,Sao Bernardo Do Campo,SP
09721,-23.719530999207656,-46.547522515060784,Sao Bernardo Do Campo,SP
09725,-23.705042636354655,-46.55682884581009,Sao Bernardo Do Campo,SP
09726,-23.687601262936614,-46.56158565212812,Sao Bernardo Do Campo,SP
09732,-23.682263041119207,-46.56116913307227,Sao Bernardo Do Campo,SP
09750,-23.688369836323652,-46.555267708042514,Sao Bernardo Do Campo,SP
09751,-23.691185916887935,-46.54383391746784,Sao Bernardo Do Campo,SP
09760,-23.699677315431597,-46.5403717865057,Sao Bernardo Do Campo,SP
09761,-23.708703763530337,-46.528361978123044,Sao Bernardo Do Campo,SP
09762,-23.70614279801127,-46.52030334279363,Sao Bernardo Do Campo,SP
09765,-23.70662535916465,-46.536137016196975,Sao Bernardo Do Campo,SP
09770,-23.708984223918918,-46.542887398609025,Sao Bernardo Do Campo,SP
09771,-23.704292948218065,-46.54201343174583,Sao Bernardo Do Campo,SP
09772,-23.712983543715765,-46.53961826293497,Sao Bernardo Do Campo,SP
09780,-23.71503808590345,-46.53670731057909,Sao Bernardo Do Campo,SP
09781,-23.72468189106121,-46.536775919538236,Sao Bernardo Do Campo,SP
09782,-23.727584690928623,-46.54156553269265,Sao Bernardo Do Campo,SP
09783,-23.723041140827767,-46.529164332093046,Sao Bernardo Do Campo,SP
09784,-23.717207597832218,-46.52555497888577,Sao Bernardo Do Campo,SP
09785,-23.706194623199064,-46.54199143790107,Sao Bernardo Do Campo,SP
09790,-23.728396447790825,-46.542250439494794,Sao Bernardo Do Campo,SP
09791,-23.740950905797796,-46.532436658181894,Sao Bernardo Do Campo,SP
09792,-23.743248372086672,-46.54189195795156,Sao Bernardo Do Campo,SP
09810,-23.71950421171505,-46.56528408587688,Sao Bernardo Do Campo,SP
09811,-23.726132379141507,-46.560583423285536,Sao Bernardo Do Campo,SP
09812,-23.725325563628246,-46.56986164313254,Sao Bernardo Do Campo,SP
09820,-23.741832440198323,-46.554495027890276,Sao Bernardo Do Campo,SP
09821,-23.750559982227664,-46.5598460616735,Sao Bernardo Do Campo,SP
09822,-23.75878877835661,-46.54430675735175,Sao Bernardo Do Campo,SP
09830,-23.790697069587587,-46.53840817235694,Sao Bernardo Do Campo,SP
09831,-23.792245962521505,-46.54025953830757,Sao Bernardo Do Campo,SP
09832,-23.777300314540824,-46.51370148861345,Sao Bernardo Do Campo,SP
09834,-23.805185260686937,-46.442695089812574,Sao Bernardo Do Campo,SP
09835,-23.824091976048628,-46.582340212196236,Sao Bernardo Do Campo,SP
09836,-23.806881,-46.61753680716602,Sao Bernardo Do Campo,SP
09837,-23.820900063778556,-46.5664785190055,Sao Bernardo Do Campo,SP
09838,-23.843276192986213,-46.56423455654165,Sao Bernardo Do Campo,SP
09840,-23.737962722960074,-46.57460413419173,Sao Bernardo Do Campo,SP
09841,-23.740051254523763,-46.57687565312713,Sao Bernardo Do Campo,SP
09842,-23.75601333978858,-46.593585881612945,Sao Bernardo Do Campo,SP
09843,-23.771512506630906,-46.5958515286915,Sao Bernardo Do Campo,SP
09844,-23.75909648281576,-46.576805992242704,Sao Bernardo Do Campo,SP
09845,-23.74104174573678,-46.57091966646428,Sao Bernardo Do Campo,SP
09846,-23.732972211883254,-46.57273524863328,Sao Bernardo Do Campo,SP
09847,-23.755492334308737,-46.58422588791903,Sao Bernardo Do Campo,SP
09850,-23.72551905380558,-46.58150363078355,Sao Bernardo Do Campo,SP
09851,-23.715584955455725,-46.5901690037063,Sao Bernardo Do Campo,SP
09852,-23.72967433275638,-46.59486788773175,Sao Bernardo Do Campo,SP
09853,-23.73663088594017,-46.59265473009148,Sao Bernardo Do Campo,SP
09854,-23.747314786104777,-46.59395584080243,Sao Bernardo Do Campo,SP
09855,-23.73227320951918,-46.589421390225006,Sao Bernardo Do Campo,SP
09856,-23.730325873116143,-46.60130759482048,Sao Bernardo Do Campo,SP
09857,-23.746107157329366,-46.6144540618791,Sao Bernardo Do Campo,SP
09860,-23.705867953820647,-46.5771570759536,Sao Bernardo Do Campo,SP
09861,-23.710750086298585,-46.58140382668359,Sao Bernardo Do Campo,SP
